Age,Revenu_annuel_k€,Heures_travail_semaine,Satisfaction,Distance_domicile_km,Niveau_education,Etat_sante,Genre,Type_logement,Region
26.0,24.073100317265475,41.0,47.5,2.5,Primaire,Bon,Homme,Appartement,Nord
49.0,66.2343679856315,,,7.3,Secondaire,Moyen,Femme,Maison,Est
,32.44509414439607,51.0,11.0,,Primaire,Mauvais,Femme,Appartement,Est
51.0,44.99457549990584,20.0,63.5,3.5,Supérieur,Mauvais,Femme,Appartement,Sud
31.0,,51.0,68.1,9.6,Primaire,Moyen,Femme,Maison,Est
39.0,31.45453163208976,22.0,56.2,11.8,Primaire,Bon,Femme,Appartement,Est
58.0,10.670738753894945,,93.6,2.4,Secondaire,Moyen,Femme,,Est
25.0,42.339066446049856,60.0,60.6,8.9,Secondaire,,Homme,Appartement,Nord
49.0,21.378050148326004,39.0,63.8,3.8,Supérieur,Mauvais,,Appartement,Sud
22.0,64.24621865340941,41.0,60.4,19.3,Primaire,Moyen,,Appartement,Ouest
60.0,26.92992854915748,36.0,72.5,12.5,,Mauvais,Homme,Maison,Sud
34.0,79.70311127418324,46.0,14.4,17.5,Supérieur,Moyen,Femme,Appartement,Nord
66.0,49.8841422152955,43.0,89.5,2.2,Supérieur,Bon,Homme,Appartement,Ouest
60.0,51.183483891884585,33.0,5.2,,Supérieur,Bon,Femme,Appartement,Nord
,10.387373429106724,38.0,64.4,19.0,Secondaire,Moyen,Homme,Maison,Sud
31.0,52.89725257701046,28.0,61.9,4.9,Supérieur,Moyen,Femme,Appartement,Sud
42.0,48.396401662534934,,21.6,2.0,Secondaire,,Homme,,Ouest
37.0,24.01821930149061,35.0,5.0,1.0,Secondaire,,Femme,Appartement,Sud
35.0,51.74536677593617,41.0,14.7,7.3,Supérieur,Bon,Homme,Appartement,Est
20.0,42.041539783851526,32.0,,1.6,Primaire,Moyen,Femme,,Est
33.0,45.664243642092806,37.0,88.3,8.4,Secondaire,Moyen,Homme,Appartement,Nord
,50.517635243880925,40.0,85.7,13.0,Supérieur,Moyen,Homme,Appartement,Sud
46.0,40.57091573683597,40.0,7.3,7.7,,Mauvais,Homme,Maison,Sud
51.0,54.92913253897736,42.0,29.6,,Secondaire,Moyen,Femme,Maison,Ouest
48.0,48.26889035298073,38.0,89.0,1.7,Primaire,Mauvais,Femme,Maison,Ouest
44.0,59.45536936773151,32.0,24.4,,Primaire,Moyen,Femme,Appartement,Ouest
29.0,39.42650812056017,40.0,99.6,1.8,Primaire,Mauvais,Homme,,Sud
42.0,28.701604941320813,38.0,26.4,20.9,Supérieur,Bon,Homme,Maison,
49.0,35.82262943123723,50.0,74.2,26.9,Supérieur,Bon,Femme,Maison,Est
,,51.0,42.3,5.1,Primaire,Bon,Femme,Appartement,Est
41.0,69.11933052413494,26.0,14.5,3.6,Primaire,Bon,Homme,Maison,Est
38.0,74.26758265198218,46.0,26.3,3.3,Primaire,Bon,Homme,Maison,Ouest
59.0,75.6542791634044,48.0,67.8,19.6,Primaire,Moyen,Femme,Maison,
50.0,40.67363885653595,26.0,34.4,11.5,,Moyen,Homme,Maison,Nord
47.0,55.91623870816925,45.0,60.8,,Primaire,Mauvais,Femme,Maison,Ouest
19.0,51.51678005695925,48.0,21.3,1.3,Supérieur,,Femme,Maison,Est
42.0,63.19077051182844,30.0,45.4,6.5,Supérieur,Moyen,Homme,Maison,Est
38.0,,37.0,,11.3,Primaire,Moyen,Femme,Maison,Est
38.0,51.859483141820085,,41.9,22.7,Secondaire,,Femme,Studio,
21.0,51.44542955239371,45.0,20.6,4.8,Secondaire,Moyen,Homme,Studio,Est
,60.645247998313955,30.0,46.7,3.8,Primaire,Mauvais,Homme,Maison,Nord
39.0,63.11434442143198,51.0,69.6,24.4,,Bon,Femme,,
53.0,51.873420646804,20.0,96.5,0.5,Primaire,,Homme,Appartement,Ouest
32.0,52.47981568131616,53.0,79.2,6.5,Primaire,Bon,Femme,Studio,Ouest
35.0,54.517960414974084,45.0,17.0,6.1,Primaire,Bon,Femme,Appartement,Nord
61.0,82.93102841246085,33.0,28.0,1.6,Supérieur,Moyen,Femme,Appartement,Est
36.0,15.400044173661364,48.0,8.8,5.0,Secondaire,Mauvais,Homme,Appartement,Sud
38.0,30.60640677564384,29.0,14.4,12.8,,Bon,Femme,Appartement,Sud
38.0,,41.0,25.8,4.6,,Moyen,Femme,Maison,Sud
23.0,55.39568797678182,42.0,20.8,3.7,Primaire,,Homme,Maison,Sud
46.0,55.25499100301754,42.0,22.2,15.2,Supérieur,Bon,Homme,Appartement,Nord
32.0,63.34990997426713,31.0,23.8,44.8,Secondaire,Bon,Homme,Maison,Ouest
39.0,54.27985786247526,35.0,30.8,15.1,Secondaire,,Femme,Maison,Ouest
45.0,38.81435043101553,41.0,,18.7,Supérieur,Bon,Femme,Maison,Est
,62.57618280216518,32.0,28.5,28.1,Secondaire,Moyen,Femme,Appartement,Nord
24.0,50.417743259981556,42.0,,16.2,Supérieur,Mauvais,Femme,Maison,Nord
50.0,41.04845642220893,33.0,24.4,39.3,Supérieur,Moyen,Femme,Appartement,
50.0,63.807212491558225,50.0,18.0,13.8,Primaire,Bon,,Appartement,Nord
32.0,63.020677165639995,55.0,7.7,10.8,Primaire,Moyen,Femme,Maison,Ouest
47.0,54.295329832015845,37.0,50.5,11.8,Primaire,Bon,Femme,Studio,Sud
59.0,84.34238307989115,49.0,84.4,23.0,,Moyen,Femme,,Nord
30.0,76.53653469540569,37.0,6.8,11.5,Secondaire,Moyen,Femme,Maison,Sud
42.0,70.03714388107603,30.0,54.7,,Primaire,Moyen,Femme,,Ouest
44.0,101.32731145617495,35.0,65.4,2.4,,,Femme,Appartement,Est
46.0,47.07073196004568,40.0,59.7,24.4,Supérieur,Moyen,Homme,Appartement,Est
49.0,40.70399341367813,22.0,87.9,5.9,,Moyen,Femme,Appartement,Est
41.0,67.20726198606718,46.0,86.8,1.8,Primaire,Bon,Femme,Appartement,Nord
46.0,44.94731404011438,40.0,6.7,16.1,Primaire,Bon,Femme,Maison,
,50.23855431295645,50.0,36.7,4.4,Primaire,Mauvais,Femme,Appartement,Nord
41.0,30.281600684993904,46.0,67.4,2.0,Supérieur,Moyen,Homme,Maison,Est
34.0,62.133189154262546,41.0,95.3,3.0,Secondaire,Moyen,Homme,Studio,Nord
25.0,20.579855089247804,36.0,80.7,0.4,Supérieur,Moyen,Homme,Appartement,Sud
33.0,48.07123557681261,55.0,18.5,,Supérieur,Moyen,Homme,Appartement,Ouest
43.0,,60.0,28.6,9.0,Supérieur,Moyen,,Appartement,Ouest
45.0,41.27922315160337,36.0,,,Primaire,Bon,Femme,Maison,Sud
,14.855704826770001,50.0,47.7,6.0,Secondaire,Bon,Femme,Maison,Est
,14.707378124510988,32.0,55.2,9.8,Supérieur,Mauvais,Homme,Appartement,
48.0,35.076551866564,34.0,61.3,16.6,Primaire,Bon,,Appartement,Ouest
46.0,60.781006575241285,36.0,11.2,4.4,Secondaire,Mauvais,Femme,Maison,Est
50.0,55.77849722883888,,85.7,10.6,Secondaire,Mauvais,,Maison,Sud
56.0,49.67129282337717,,86.5,4.3,Secondaire,Bon,Femme,Maison,
46.0,32.308230279650445,55.0,47.4,10.3,Supérieur,Moyen,Femme,Studio,Nord
35.0,56.82264442522215,49.0,63.1,2.5,,Moyen,Femme,Maison,Ouest
41.0,14.019414439221634,46.0,66.3,38.1,Supérieur,Moyen,Homme,,Sud
59.0,10.0,37.0,19.8,0.8,Secondaire,Bon,Femme,Maison,Sud
73.0,45.138568975699904,48.0,12.1,7.0,Secondaire,Bon,Homme,Appartement,Ouest
45.0,39.07897239805942,20.0,3.0,3.4,Supérieur,Mauvais,Homme,Maison,Nord
46.0,70.26342595294916,,91.4,9.2,Supérieur,Bon,Homme,Maison,Sud
48.0,53.15967555545669,41.0,35.2,5.6,Supérieur,Bon,Homme,Appartement,Sud
40.0,83.01470619999702,21.0,9.5,3.7,Supérieur,Moyen,Homme,Appartement,Sud
53.0,39.035698626090806,44.0,47.1,2.9,Secondaire,Moyen,Femme,Appartement,Est
52.0,59.735445830443226,45.0,8.5,2.0,Primaire,Mauvais,Homme,Appartement,Est
44.0,44.9544574116874,,9.4,15.3,Primaire,,,Maison,Nord
36.0,77.63439448262275,28.0,,2.5,Primaire,Moyen,Femme,Maison,Nord
21.0,45.918991057518404,60.0,51.4,14.9,Secondaire,Bon,Femme,Appartement,Nord
48.0,67.0881356029153,,58.4,6.6,Primaire,Bon,Femme,,Nord
42.0,28.447620709516794,,66.0,0.7,Primaire,Moyen,Femme,Maison,Nord
31.0,41.695747137359106,51.0,67.2,1.8,Primaire,Bon,Homme,Appartement,
26.0,48.31913176145067,,43.9,,Secondaire,Bon,,Maison,Sud
47.0,75.26835079925601,50.0,64.7,9.2,Primaire,Moyen,Femme,Maison,Ouest
20.0,10.0,20.0,31.2,2.0,Supérieur,Moyen,Femme,,Nord
43.0,43.34711107108442,37.0,44.7,12.2,Secondaire,Moyen,Femme,Maison,Est
50.0,,20.0,39.9,17.3,Secondaire,Mauvais,,Maison,Nord
,10.0,,33.6,4.0,,Mauvais,Femme,Appartement,Est
,40.7192847850637,34.0,24.6,,Primaire,Mauvais,Femme,Maison,Ouest
25.0,19.186657376174125,33.0,8.8,3.5,Supérieur,,Femme,Maison,Est
47.0,10.0,,,0.8,Secondaire,Mauvais,Homme,Maison,Nord
54.0,44.753743430093536,39.0,54.2,5.1,Primaire,Moyen,Femme,Appartement,Sud
33.0,,,,,Secondaire,Bon,Femme,Appartement,Ouest
46.0,45.100928340813354,41.0,97.6,6.1,Supérieur,Bon,Homme,Maison,Sud
58.0,55.05716491796703,43.0,56.1,5.2,Secondaire,Bon,Femme,Appartement,Sud
44.0,32.41206353572602,30.0,89.0,4.6,Primaire,Moyen,Homme,Maison,
35.0,85.81712026891842,32.0,57.4,6.1,Supérieur,,Homme,,
52.0,49.33411983736993,39.0,19.8,3.8,Supérieur,Moyen,Homme,Maison,Ouest
31.0,75.72860926122968,39.0,97.5,9.5,Supérieur,Moyen,Femme,Appartement,Nord
24.0,16.40201517022576,29.0,88.6,0.7,,Moyen,Homme,Appartement,Sud
49.0,33.309406998162515,,47.7,16.5,Supérieur,Moyen,Homme,Appartement,Sud
35.0,63.7262961008846,47.0,25.1,1.9,Primaire,Bon,Femme,Appartement,Est
36.0,45.468714486441336,31.0,23.0,10.0,Secondaire,Moyen,Homme,Studio,Nord
32.0,,37.0,80.8,6.0,Supérieur,Moyen,Homme,Appartement,Sud
34.0,13.227402027118373,60.0,7.8,14.8,Primaire,Moyen,Femme,Maison,Est
56.0,64.6640734448073,41.0,64.2,17.5,Primaire,Moyen,Homme,Appartement,Sud
59.0,63.0320450989771,43.0,64.4,2.3,,Mauvais,Femme,Maison,Est
61.0,54.86641382838456,33.0,19.1,11.3,Primaire,Bon,Homme,Appartement,Sud
53.0,40.08187618428167,36.0,,2.1,Primaire,Moyen,Femme,Appartement,Sud
45.0,27.738199447403904,55.0,70.8,1.3,Supérieur,Moyen,Femme,Maison,Nord
22.0,48.940369202065966,,35.7,26.6,Supérieur,Moyen,,Maison,Est
37.0,23.693627927091995,39.0,48.9,1.8,Primaire,Bon,Homme,Appartement,Nord
65.0,,40.0,,2.6,Supérieur,,Homme,,Ouest
34.0,75.22501162799098,60.0,52.8,1.4,Secondaire,Mauvais,Femme,Appartement,Est
58.0,12.98328473737162,40.0,62.2,6.4,Primaire,Moyen,Femme,Maison,Est
40.0,63.55055653800734,31.0,41.9,25.2,Primaire,Mauvais,Femme,Studio,Ouest
18.0,79.88391902898326,33.0,15.8,3.1,Primaire,Bon,Homme,Appartement,Nord
47.0,,,99.8,7.8,Supérieur,Moyen,Femme,Maison,Est
55.0,57.96425756852968,,53.6,5.3,Secondaire,Bon,Homme,Appartement,Sud
39.0,40.72854307657752,44.0,,4.1,Primaire,Bon,Homme,Appartement,Ouest
54.0,,32.0,71.7,8.5,Primaire,Moyen,Femme,Appartement,Ouest
19.0,10.0,21.0,62.5,8.2,Supérieur,Mauvais,Femme,Maison,Ouest
,50.74013360534629,30.0,24.1,4.5,Supérieur,Moyen,Homme,Appartement,
42.0,41.95519102541813,40.0,87.8,19.0,Secondaire,Mauvais,Homme,Maison,Nord
45.0,36.03931182636186,53.0,8.0,0.5,Supérieur,Bon,Homme,Appartement,Nord
56.0,49.59837942241974,,61.0,0.9,Primaire,Mauvais,Femme,Maison,Est
47.0,,37.0,48.3,46.9,Secondaire,Moyen,Femme,Maison,Sud
25.0,37.28885405265893,49.0,32.5,13.8,Secondaire,Mauvais,Homme,Appartement,Sud
,82.26161566953573,36.0,82.8,16.3,Secondaire,Mauvais,Femme,Maison,Est
47.0,64.61205558224849,25.0,66.0,9.2,Supérieur,Moyen,Homme,Appartement,Ouest
18.0,67.92557116746556,40.0,76.2,5.4,,Moyen,Homme,Appartement,Nord
39.0,47.93394432721182,24.0,42.1,9.9,Primaire,Mauvais,Homme,Appartement,Ouest
,60.22471464522285,47.0,94.3,,Primaire,Moyen,Homme,Appartement,Nord
,32.08590798802874,48.0,35.1,14.2,Secondaire,Moyen,Homme,Appartement,Nord
45.0,63.325170805006124,31.0,53.6,7.8,Supérieur,Bon,Homme,Appartement,
26.0,45.911947853725216,41.0,93.4,31.4,Primaire,Bon,Femme,Appartement,Sud
45.0,29.560329299713487,41.0,9.2,10.1,Secondaire,Moyen,Homme,,Ouest
,49.54466657561541,48.0,,1.6,Supérieur,Bon,Homme,Studio,Sud
53.0,44.15891939500221,27.0,99.4,6.5,Primaire,Moyen,Homme,Maison,Ouest
26.0,96.46138654441833,45.0,97.2,0.6,Supérieur,Moyen,Homme,Appartement,Nord
21.0,,26.0,77.4,,Primaire,Moyen,Homme,Maison,Est
43.0,81.59434934896444,47.0,48.9,7.0,Secondaire,Moyen,Homme,Maison,Ouest
36.0,72.62574212717453,50.0,51.1,4.6,Supérieur,Bon,Femme,Appartement,Sud
74.0,,33.0,26.5,34.6,,Moyen,Femme,Appartement,Nord
,41.125615941399104,52.0,,28.2,Primaire,Moyen,,Studio,Nord
40.0,,24.0,,30.5,Supérieur,,Femme,Maison,Ouest
,32.5811289867052,50.0,4.6,2.5,Primaire,Bon,Femme,Maison,Sud
25.0,63.255069155084286,54.0,45.9,13.0,Secondaire,Mauvais,Femme,Maison,Est
46.0,,,,29.1,Secondaire,,Femme,Maison,Ouest
,57.51640651476883,,66.9,8.5,Secondaire,Bon,Femme,Maison,Ouest
39.0,10.0,43.0,52.1,2.4,Secondaire,Mauvais,Femme,Maison,Sud
41.0,59.070296981947465,,86.3,17.0,Secondaire,Bon,Homme,,Ouest
42.0,71.92963114398572,60.0,37.4,21.2,Primaire,Bon,Homme,Appartement,Sud
19.0,14.484834203874932,34.0,41.6,,,Moyen,,Maison,Est
50.0,57.43127812713599,53.0,57.6,,Primaire,,,Maison,Nord
29.0,76.87069307216922,32.0,21.1,2.1,Primaire,Bon,Homme,Appartement,Nord
,83.60173298678932,55.0,40.0,9.8,Secondaire,,Femme,Appartement,Ouest
55.0,39.93001858284081,60.0,68.9,6.6,,Mauvais,Homme,Maison,Sud
61.0,65.59860689223068,43.0,41.8,11.0,Primaire,Bon,Homme,Studio,Sud
19.0,78.5957964001083,42.0,90.8,1.2,,Mauvais,Homme,Maison,Est
40.0,58.02762781560757,30.0,61.9,1.5,Secondaire,,Femme,,Est
43.0,75.70155177993621,29.0,16.2,4.5,Secondaire,Bon,Femme,Appartement,Nord
21.0,49.282766933233994,42.0,49.3,3.0,Secondaire,Moyen,Homme,Appartement,Ouest
49.0,57.886282875415944,54.0,76.7,9.7,Supérieur,Bon,Femme,Maison,Est
41.0,37.56781547075595,34.0,64.7,4.6,Secondaire,Moyen,Homme,Maison,Ouest
42.0,46.70799684652482,60.0,88.6,11.5,Supérieur,Bon,Femme,Maison,Est
28.0,,33.0,75.2,14.6,Primaire,Moyen,Femme,Maison,Sud
44.0,36.06761349908464,42.0,7.1,2.1,Supérieur,Moyen,Femme,Appartement,
,45.52827253718492,,12.1,25.2,Secondaire,Moyen,,Appartement,Nord
41.0,65.21747361893607,38.0,65.3,15.5,Secondaire,,Homme,Studio,Nord
33.0,91.05115066352201,20.0,,9.9,Supérieur,Moyen,Homme,Maison,
34.0,10.0,33.0,59.2,24.0,Primaire,Moyen,Femme,,Ouest
42.0,89.53153334647234,41.0,,3.1,Secondaire,Bon,Homme,Appartement,Ouest
40.0,44.80256471154465,,,5.5,Primaire,Moyen,Homme,Maison,Sud
,69.2979973805477,46.0,42.1,0.9,Supérieur,,Homme,Maison,Nord
,73.2218539998348,47.0,65.0,6.1,Supérieur,Moyen,Homme,Appartement,Nord
25.0,81.28993547881095,37.0,,7.1,,Bon,Femme,Appartement,
44.0,35.44076270540418,30.0,72.6,9.6,Secondaire,,Homme,Maison,Ouest
34.0,45.49457383764403,,,0.7,Secondaire,Bon,Femme,Appartement,Est
,48.928078020941925,26.0,51.9,0.3,Primaire,Moyen,Femme,Studio,Ouest
40.0,,34.0,28.6,5.4,Primaire,Moyen,Femme,,Est
47.0,76.37521949678279,31.0,80.0,2.1,Secondaire,Mauvais,Homme,Maison,Est
27.0,48.46344597977068,47.0,51.5,14.2,Secondaire,Moyen,Homme,Maison,Est
,,,6.9,11.0,Secondaire,Moyen,Femme,Appartement,Nord
31.0,37.339723553724724,38.0,91.9,3.9,Primaire,Bon,Femme,Appartement,Sud
25.0,18.4319994660624,,77.0,,Secondaire,Moyen,Femme,Maison,Ouest
,45.43322426613318,44.0,58.9,2.0,Supérieur,Moyen,Homme,Appartement,Sud
33.0,63.45099349135873,,44.2,11.8,Primaire,Moyen,Femme,Appartement,
54.0,36.91046655392623,22.0,96.0,46.2,Secondaire,Mauvais,Femme,Appartement,Est
33.0,41.93934070730846,47.0,77.7,,Secondaire,Mauvais,Femme,Appartement,Sud
24.0,44.504694153236116,43.0,54.0,16.2,,Moyen,Femme,Studio,Est
41.0,52.8148498767049,36.0,65.7,20.2,Secondaire,Moyen,Femme,Maison,Nord
40.0,60.32165557271049,43.0,28.8,0.5,,Moyen,Femme,Appartement,Ouest
34.0,,47.0,,24.8,Supérieur,Moyen,Homme,Studio,Nord
38.0,95.11033965873042,45.0,28.1,6.3,,Moyen,Femme,Appartement,Sud
,52.46991862000145,60.0,30.0,33.3,Secondaire,Moyen,,Appartement,Nord
48.0,64.71586107959429,41.0,74.2,7.7,Secondaire,Moyen,Homme,Appartement,Nord
47.0,18.248865046434503,40.0,14.9,2.7,Secondaire,Mauvais,Homme,,
25.0,42.41634028868933,38.0,78.0,36.8,Primaire,Moyen,Femme,,Ouest
74.0,44.591662130758536,45.0,,2.8,Primaire,Moyen,Femme,Appartement,Est
52.0,29.65370222025792,39.0,39.1,21.4,Primaire,Moyen,Femme,Appartement,Sud
46.0,39.28014537264928,,30.7,1.9,Supérieur,Bon,Femme,Maison,Sud
,47.85030564688745,40.0,51.8,11.2,Supérieur,Moyen,Homme,Maison,Nord
,39.90673251670384,,32.4,5.3,Primaire,Moyen,Femme,,Est
33.0,102.03668375676321,33.0,43.5,35.8,Primaire,Moyen,Femme,Appartement,Nord
37.0,60.24550683155459,44.0,74.2,2.0,Supérieur,Mauvais,Homme,Maison,Ouest
19.0,90.02045477718673,37.0,63.0,5.3,Secondaire,Moyen,Homme,,Nord
,79.8530235766801,46.0,75.1,10.2,,Moyen,Homme,Maison,Nord
45.0,,41.0,71.6,38.0,Primaire,Moyen,Homme,Appartement,Ouest
52.0,50.75120934839623,36.0,81.7,3.6,Supérieur,,Femme,Appartement,Ouest
48.0,41.30350757850846,55.0,21.0,5.1,Supérieur,Moyen,Homme,Maison,Nord
,,38.0,99.5,6.2,Primaire,Moyen,Homme,Maison,Sud
39.0,30.471326616225387,46.0,48.1,2.9,Primaire,Moyen,Homme,Appartement,Est
35.0,41.16929341659554,33.0,72.1,17.0,Primaire,Moyen,Femme,Appartement,Est
43.0,57.19037763066477,20.0,68.1,1.0,Primaire,Bon,Homme,Appartement,Ouest
49.0,56.66244113884407,34.0,57.0,12.2,Supérieur,Mauvais,,Appartement,Sud
40.0,55.06807330432534,20.0,99.6,7.6,Secondaire,Mauvais,Homme,Appartement,
54.0,,37.0,22.5,2.8,Supérieur,,Homme,Appartement,Nord
37.0,67.21484850473881,54.0,42.8,6.8,Supérieur,Moyen,Homme,Appartement,Est
28.0,44.859139478429235,30.0,13.6,17.7,Secondaire,Bon,Femme,Appartement,
39.0,77.83104679523231,20.0,19.0,5.9,Secondaire,Moyen,Homme,Maison,Ouest
41.0,13.048048859648759,,71.6,1.3,Primaire,Mauvais,Homme,Appartement,Ouest
39.0,63.13622047951512,35.0,1.5,0.4,,Moyen,Homme,Maison,Nord
55.0,59.76742224494714,,89.1,15.0,,Moyen,Femme,Appartement,Est
,36.508668854969,47.0,63.7,,Primaire,Moyen,Homme,Appartement,Ouest
22.0,42.89537946289446,45.0,44.6,26.8,,Bon,Femme,Maison,Ouest
58.0,59.29581878218073,47.0,33.8,9.6,Supérieur,Mauvais,Femme,Maison,Sud
18.0,,49.0,13.5,5.7,Secondaire,Moyen,Homme,Maison,Est
65.0,15.010736633377874,22.0,92.2,8.3,Secondaire,Moyen,Femme,Appartement,Est
,62.56492135308511,25.0,71.5,6.1,Supérieur,Moyen,Femme,Maison,Est
37.0,40.846976288848865,51.0,34.3,23.6,,Moyen,,Appartement,Sud
39.0,72.50579548597106,32.0,,,Supérieur,Mauvais,Femme,Maison,Est
44.0,13.214495723676457,33.0,33.2,1.1,Supérieur,Mauvais,Femme,Appartement,
39.0,98.90597930242414,,19.3,9.1,Primaire,Bon,Homme,Maison,Nord
38.0,32.27720133971805,35.0,78.8,9.8,Secondaire,Moyen,Femme,Maison,Sud
55.0,78.59922373579356,36.0,72.2,14.5,Secondaire,Bon,Femme,Maison,Sud
46.0,48.61630760534334,30.0,50.3,27.1,Primaire,Mauvais,Homme,Studio,Est
28.0,33.626665255997395,29.0,88.7,5.9,Secondaire,Mauvais,,Studio,Est
48.0,55.30228010762823,43.0,18.9,4.3,Secondaire,Moyen,Homme,Maison,Sud
46.0,70.58250889912736,31.0,45.7,6.7,Supérieur,Bon,Femme,Maison,Est
33.0,18.945903985104753,,71.4,23.0,Secondaire,Moyen,Femme,Appartement,Sud
49.0,64.03177698574018,20.0,7.7,39.1,,Moyen,Femme,Appartement,Nord
38.0,49.756430026858204,59.0,37.9,35.5,Primaire,Moyen,Femme,Maison,Nord
37.0,61.54088165132668,49.0,57.6,2.6,Primaire,Mauvais,Femme,Studio,Nord
37.0,,35.0,37.3,6.9,Supérieur,Bon,Homme,Maison,Est
18.0,38.56262322490692,31.0,48.5,3.0,Supérieur,Moyen,Femme,Appartement,Ouest
33.0,27.737534972562422,40.0,61.2,4.6,Primaire,Moyen,Homme,Maison,Sud
48.0,63.4529022409405,39.0,37.5,0.3,Secondaire,Moyen,Homme,Appartement,Ouest
39.0,63.3454398439767,27.0,,1.8,Secondaire,Mauvais,Femme,Appartement,Est
,63.24544495381616,20.0,14.8,5.1,Secondaire,Bon,Homme,,Nord
51.0,58.55192638881147,34.0,53.2,4.5,Supérieur,Bon,Homme,Appartement,Nord
36.0,68.8939774367894,24.0,18.3,3.3,Supérieur,Mauvais,Femme,Appartement,Est
25.0,78.12138559539284,41.0,89.1,,,Moyen,Homme,Maison,
66.0,12.471643051869641,41.0,83.6,13.8,Secondaire,Moyen,Homme,Maison,Nord
27.0,10.0,30.0,35.6,3.5,,,Femme,Appartement,Sud
50.0,84.3589471975929,34.0,83.3,12.3,Supérieur,Moyen,Femme,Appartement,
30.0,,57.0,,4.6,Secondaire,Moyen,Homme,Maison,Nord
41.0,28.27513426420761,47.0,16.7,16.2,Supérieur,Moyen,Femme,Studio,
29.0,44.24771376250151,35.0,61.8,1.8,Supérieur,Bon,Femme,Maison,Nord
25.0,16.920568425737954,60.0,68.3,1.7,Primaire,Moyen,Femme,Appartement,Sud
46.0,42.36826605384725,28.0,9.3,11.4,Supérieur,Moyen,Femme,,Sud
44.0,31.0378931175467,31.0,32.1,24.6,,Bon,Homme,Appartement,Sud
53.0,45.33318260605985,38.0,1.5,1.5,Primaire,,Homme,Appartement,Sud
39.0,55.59682609814204,24.0,32.3,0.8,Secondaire,Bon,Femme,Maison,Sud
66.0,43.12923549140871,57.0,34.2,27.3,Supérieur,Moyen,Homme,Appartement,Est
43.0,42.11905429205706,41.0,63.4,1.2,Secondaire,Bon,Femme,Studio,Sud
46.0,55.15991593583293,32.0,20.7,2.9,Supérieur,Bon,Homme,Maison,Est
23.0,70.88583595899897,44.0,4.0,26.5,Secondaire,Moyen,,,Ouest
32.0,82.05928693843332,,,16.2,,Mauvais,Homme,Maison,Ouest
46.0,45.62923491995569,36.0,82.7,,Supérieur,Moyen,Homme,Maison,Nord
38.0,86.49778303846475,27.0,40.5,30.9,Supérieur,Moyen,Femme,Maison,Est
42.0,67.53413669522493,25.0,42.1,8.4,Primaire,Moyen,Femme,Maison,Est
30.0,25.359830920536474,60.0,47.4,0.7,Primaire,Moyen,Femme,Appartement,Sud
41.0,24.7758348877265,26.0,75.4,12.1,Secondaire,Moyen,Homme,Maison,Sud
41.0,38.4542429879466,56.0,48.5,7.7,Secondaire,Moyen,,Appartement,Sud
25.0,78.89207966719452,31.0,10.0,8.5,Supérieur,Mauvais,,,Est
47.0,,47.0,21.4,51.3,Primaire,Moyen,Homme,Maison,Ouest
19.0,12.152863509874535,44.0,19.6,,Supérieur,Moyen,Homme,Appartement,Ouest
,45.422315822245785,46.0,,,Secondaire,Bon,Femme,Appartement,Est
61.0,10.388560648791866,47.0,4.0,6.1,Primaire,Mauvais,Homme,Appartement,
48.0,28.90028706126256,23.0,29.1,3.2,Secondaire,Moyen,Femme,Appartement,Ouest
48.0,38.25943187414828,33.0,61.1,11.8,Primaire,,Homme,Maison,Est
29.0,,26.0,36.1,11.0,,Moyen,Femme,Studio,Sud
61.0,70.48324653213757,41.0,71.1,19.4,Supérieur,Bon,,Appartement,Ouest
56.0,63.88271886743529,26.0,39.7,21.1,Secondaire,Moyen,Femme,Appartement,Nord
,,20.0,97.9,8.3,Secondaire,Mauvais,Homme,Appartement,Nord
34.0,42.56575475668695,37.0,96.6,3.9,Secondaire,Moyen,Homme,Appartement,Ouest
,51.527511774051334,20.0,80.2,7.5,,,Homme,Appartement,Ouest
61.0,44.75585751107001,42.0,95.5,4.5,Secondaire,Bon,Homme,,Nord
24.0,,27.0,21.3,3.2,Supérieur,Moyen,Homme,Maison,
27.0,15.545133506914567,31.0,75.3,8.0,Primaire,Moyen,Homme,Maison,Sud
38.0,26.94531697720719,20.0,32.8,10.7,Secondaire,Moyen,Homme,Appartement,Est
,41.941203017214534,56.0,72.8,,Primaire,Moyen,Homme,Appartement,Nord
40.0,10.0,25.0,38.0,,Primaire,Moyen,Femme,Appartement,
54.0,62.81288640019709,36.0,29.7,3.5,Secondaire,Bon,Homme,Appartement,Ouest
22.0,22.54641800577861,22.0,95.9,4.7,,Moyen,Homme,Maison,Sud
41.0,63.736762665302756,31.0,21.8,11.0,Supérieur,Moyen,Homme,Appartement,Ouest
,61.9783200894182,57.0,76.1,9.2,Secondaire,Moyen,Femme,Appartement,Ouest
59.0,39.12613913775232,42.0,67.8,0.0,,Moyen,Femme,,Sud
33.0,70.01096651403076,32.0,31.0,3.7,Secondaire,Mauvais,Homme,Studio,Ouest
58.0,64.86394689849867,39.0,46.4,2.9,Secondaire,Moyen,Homme,Maison,
,43.82077058330719,34.0,15.2,18.3,Secondaire,Moyen,Femme,Maison,Nord
49.0,41.564807696166035,39.0,,20.1,,Bon,Femme,Appartement,Nord
43.0,71.94465571328713,,96.8,3.3,,Moyen,Femme,Maison,Sud
38.0,,36.0,73.5,1.1,Supérieur,,Homme,Appartement,Sud
